circuit_id,sample_id,fault_type,faulted_components,component_values,design_values,node_voltages,branch_currents,success
resistor_cube,resistor_cube__normal_16,normal,,"{""R1"": 0.997608, ""R2"": 1.002206, ""R3"": 0.98053, ""R4"": 0.997039, ""R5"": 1.014255, ""R6"": 1.000031, ""R7"": 1.011569, ""R8"": 1.012681, ""R9"": 1.010509, ""R10"": 0.992197, ""R11"": 1.015209, ""R12"": 0.996622}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.761076, ""n2"": 4.773726, ""n3"": 7.155701, ""n4"": 4.749307, ""n5"": 7.165628, ""n6"": 7.182591, ""n7"": 12.0}","{""R1"": -4.77249, ""R2"": -4.76322, ""R3"": -4.84361, ""R4"": -2.40174, ""R5"": -2.37076, ""R6"": -2.3819, ""R7"": -2.38132, ""R8"": -4.78364, ""R9"": -2.39119, ""R10"": -2.45242, ""R11"": -4.76195, ""R12"": -4.83374}",True
resistor_cube,resistor_cube__normal_17,normal,,"{""R1"": 0.994204, ""R2"": 1.004944, ""R3"": 1.011564, ""R4"": 1.006621, ""R5"": 1.003744, ""R6"": 0.998382, ""R7"": 1.003198, ""R8"": 0.981591, ""R9"": 0.993567, ""R10"": 1.000314, ""R11"": 1.013776, ""R12"": 1.003406}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.787694, ""n2"": 4.823055, ""n3"": 7.237422, ""n4"": 4.819979, ""n5"": 7.178601, ""n6"": 7.211715, ""n7"": 12.0}","{""R1"": -4.8156, ""R2"": -4.79933, ""R3"": -4.76488, ""R4"": -2.43362, ""R5"": -2.38199, ""R6"": -2.41828, ""R7"": -2.38105, ""R8"": -4.8519, ""R9"": -2.37389, ""R10"": -2.39099, ""R11"": -4.75588, ""R12"": -4.77203}",True
resistor_cube,resistor_cube__normal_18,normal,,"{""R1"": 0.998989, ""R2"": 0.992652, ""R3"": 0.9886, ""R4"": 1.009002, ""R5"": 1.002513, ""R6"": 0.988451, ""R7"": 0.993273, ""R8"": 1.001279, ""R9"": 1.010468, ""R10"": 0.999245, ""R11"": 1.009666, ""R12"": 0.996277}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.775375, ""n2"": 4.792652, ""n3"": 7.185141, ""n4"": 4.759804, ""n5"": 7.173328, ""n6"": 7.184141, ""n7"": 12.0}","{""R1"": -4.78021, ""R2"": -4.82813, ""R3"": -4.81469, ""R4"": -2.38827, ""R5"": -2.39194, ""R6"": -2.42044, ""R7"": -2.40769, ""R8"": -4.80871, ""R9"": -2.38852, ""R10"": -2.42617, ""R11"": -4.78046, ""R12"": -4.83386}",True
resistor_cube,resistor_cube__normal_19,normal,,"{""R1"": 0.994024, ""R2"": 0.985123, ""R3"": 1.005809, ""R4"": 1.016187, ""R5"": 1.012886, ""R6"": 0.989421, ""R7"": 0.985133, ""R8"": 1.006181, ""R9"": 0.986063, ""R10"": 0.994372, ""R11"": 0.994094, ""R12"": 1.007189}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.758064, ""n2"": 4.777229, ""n3"": 7.17283, ""n4"": 4.814541, ""n5"": 7.199492, ""n6"": 7.169288, ""n7"": 12.0}","{""R1"": -4.78667, ""R2"": -4.84937, ""R3"": -4.78673, ""R4"": -2.3763, ""R5"": -2.41037, ""R6"": -2.42122, ""R7"": -2.42816, ""R8"": -4.79752, ""R9"": -2.41866, ""R10"": -2.36807, ""R11"": -4.82903, ""R12"": -4.79623}",True
resistor_cube,resistor_cube__normal_20,normal,,"{""R1"": 0.997276, ""R2"": 0.998748, ""R3"": 1.010068, ""R4"": 0.981408, ""R5"": 0.999073, ""R6"": 1.019073, ""R7"": 1.010463, ""R8"": 1.007689, ""R9"": 1.013425, ""R10"": 1.018849, ""R11"": 1.018313, ""R12"": 1.012517}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.791554, ""n2"": 4.758578, ""n3"": 7.17112, ""n4"": 4.773826, ""n5"": 7.169345, ""n6"": 7.180813, ""n7"": 12.0}","{""R1"": -4.80464, ""R2"": -4.76454, ""R3"": -4.72624, ""R4"": -2.42464, ""R5"": -2.38, ""R6"": -2.36739, ""R7"": -2.39715, ""R8"": -4.79203, ""R9"": -2.36379, ""R10"": -2.36246, ""R11"": -4.74378, ""R12"": -4.75961}",True
resistor_cube,resistor_cube__partial_short_1,partial_short,R6,"{""R1"": 0.991077, ""R2"": 1.012853, ""R3"": 0.983876, ""R4"": 0.981683, ""R5"": 0.980098, ""R6"": 0.118981, ""R7"": 0.992174, ""R8"": 0.98651, ""R9"": 0.997591, ""R10"": 1.01946, ""R11"": 0.997645, ""R12"": 0.984186}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.475119, ""n2"": 5.814971, ""n3"": 6.284908, ""n4"": 4.853276, ""n5"": 7.093797, ""n6"": 7.592445, ""n7"": 12.0}","{""R1"": -4.51541, ""R2"": -5.74118, ""R3"": -4.93281, ""R4"": -1.84356, ""R5"": -2.67185, ""R6"": -3.94969, ""R7"": -1.79149, ""R8"": -5.79324, ""R9"": -2.24593, ""R10"": -2.68688, ""R11"": -4.91778, ""R12"": -4.47838}",True
resistor_cube,resistor_cube__partial_short_2,partial_short,R7,"{""R1"": 1.013733, ""R2"": 1.015292, ""R3"": 0.984187, ""R4"": 0.998199, ""R5"": 0.987959, ""R6"": 1.000747, ""R7"": 0.047888, ""R8"": 1.015089, ""R9"": 0.986003, ""R10"": 0.995027, ""R11"": 1.005115, ""R12"": 1.005785}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.917309, ""n2"": 5.903974, ""n3"": 7.584028, ""n4"": 4.382869, ""n5"": 7.070234, ""n6"": 6.102051, ""n7"": 12.0}","{""R1"": -4.85069, ""R2"": -5.81505, ""R3"": -4.45329, ""R4"": -2.67153, ""R5"": -2.17916, ""R6"": -1.6788, ""R7"": -4.13625, ""R8"": -4.35033, ""R9"": -2.72551, ""R10"": -1.72777, ""R11"": -4.90468, ""R12"": -5.86403}",True
resistor_cube,resistor_cube__partial_short_3,partial_short,R11,"{""R1"": 0.994353, ""R2"": 1.011113, ""R3"": 0.993538, ""R4"": 1.012297, ""R5"": 0.987587, ""R6"": 0.988837, ""R7"": 0.985893, ""R8"": 0.986844, ""R9"": 1.006039, ""R10"": 0.998402, ""R11"": 0.033183, ""R12"": 0.980644}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 6.551034, ""n2"": 5.361505, ""n3"": 7.984624, ""n4"": 6.520646, ""n5"": 11.6589, ""n6"": 7.97397, ""n7"": 12.0}","{""R1"": -6.58824, ""R2"": -5.30258, ""R3"": -6.56306, ""R4"": -1.41618, ""R5"": -5.17206, ""R6"": -2.65273, ""R7"": -2.64985, ""R8"": -4.06891, ""R9"": -5.10741, ""R10"": -1.45565, ""R11"": -10.2795, ""R12"": -4.1055}",True
resistor_cube,resistor_cube__partial_short_4,partial_short,R4,"{""R1"": 0.987804, ""R2"": 1.003266, ""R3"": 1.011841, ""R4"": 0.087215, ""R5"": 1.007017, ""R6"": 1.013639, ""R7"": 1.000733, ""R8"": 1.011161, ""R9"": 0.984581, ""R10"": 1.002965, ""R11"": 1.006908, ""R12"": 0.982763}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 5.78488, ""n2"": 4.42765, ""n3"": 6.142547, ""n4"": 4.931926, ""n5"": 7.552524, ""n6"": 7.15106, ""n7"": 12.0}","{""R1"": -5.8563, ""R2"": -4.41324, ""R3"": -4.87421, ""R4"": -4.10098, ""R5"": -1.75533, ""R6"": -1.69182, ""R7"": -2.72141, ""R8"": -5.7928, ""R9"": -2.66164, ""R10"": -2.21257, ""R11"": -4.41696, ""R12"": -4.93399}",True
resistor_cube,resistor_cube__partial_short_5,partial_short,R3,"{""R1"": 1.008111, ""R2"": 1.015339, ""R3"": 0.125281, ""R4"": 0.985667, ""R5"": 1.017782, ""R6"": 0.995696, ""R7"": 0.986586, ""R8"": 0.985861, ""R9"": 1.004884, ""R10"": 1.004237, ""R11"": 0.982927, ""R12"": 0.995592}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.247038, ""n2"": 4.250389, ""n3"": 6.840835, ""n4"": 1.164867, ""n5"": 5.856512, ""n6"": 5.813668, ""n7"": 12.0}","{""R1"": -4.21287, ""R2"": -4.18618, ""R3"": -9.29803, ""R4"": -2.63151, ""R5"": -1.58135, ""R6"": -2.60164, ""R7"": -1.58453, ""R8"": -5.23316, ""R9"": -4.66884, ""R10"": -4.62919, ""R11"": -6.2502, ""R12"": -6.21372}",True
resistor_cube,resistor_cube__partial_short_6,partial_short,R7,"{""R1"": 0.996242, ""R2"": 0.996793, ""R3"": 1.012256, ""R4"": 1.013396, ""R5"": 0.985962, ""R6"": 1.0129, ""R7"": 0.091925, ""R8"": 1.010849, ""R9"": 1.008435, ""R10"": 0.99962, ""R11"": 1.001572, ""R12"": 0.992894}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.883244, ""n2"": 5.814339, ""n3"": 7.569296, ""n4"": 4.442076, ""n5"": 7.102762, ""n6"": 6.191272, ""n7"": 12.0}","{""R1"": -4.90166, ""R2"": -5.83305, ""R3"": -4.38829, ""R4"": -2.65055, ""R5"": -2.25112, ""R6"": -1.73261, ""R7"": -4.10044, ""R8"": -4.38315, ""R9"": -2.63843, ""R10"": -1.74986, ""R11"": -4.88955, ""R12"": -5.8503}",True
resistor_cube,resistor_cube__partial_short_7,partial_short,R2,"{""R1"": 0.980246, ""R2"": 0.119809, ""R3"": 0.998516, ""R4"": 1.003322, ""R5"": 1.015536, ""R6"": 0.985882, ""R7"": 1.010428, ""R8"": 1.0176, ""R9"": 1.000768, ""R10"": 0.99779, ""R11"": 1.00865, ""R12"": 1.000212}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.1041, ""n2"": 1.10906, ""n3"": 5.681207, ""n4"": 4.17717, ""n5"": 6.759646, ""n6"": 5.776513, ""n7"": 12.0}","{""R1"": -4.18681, ""R2"": -9.2569, ""R3"": -4.18338, ""R4"": -1.57189, ""R5"": -2.61492, ""R6"": -4.63762, ""R7"": -4.61928, ""R8"": -6.20951, ""R9"": -2.58049, ""R10"": -1.60289, ""R11"": -5.19541, ""R12"": -6.22217}",True
resistor_cube,resistor_cube__partial_short_8,partial_short,R3,"{""R1"": 1.011166, ""R2"": 0.987086, ""R3"": 0.103337, ""R4"": 1.002903, ""R5"": 1.002493, ""R6"": 1.000298, ""R7"": 1.010146, ""R8"": 1.000783, ""R9"": 1.008732, ""R10"": 1.017567, ""R11"": 1.004879, ""R12"": 1.018872}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.174316, ""n2"": 4.130591, ""n3"": 6.769704, ""n4"": 0.9667115, ""n5"": 5.718501, ""n6"": 5.692583, ""n7"": 12.0}","{""R1"": -4.12822, ""R2"": -4.18463, ""R3"": -9.35494, ""R4"": -2.58788, ""R5"": -1.54034, ""R6"": -2.63833, ""R7"": -1.5463, ""R8"": -5.2262, ""R9"": -4.71066, ""R10"": -4.64429, ""R11"": -6.251, ""R12"": -6.19059}",True
resistor_cube,resistor_cube__partial_short_9,partial_short,R3,"{""R1"": 1.007771, ""R2"": 0.985455, ""R3"": 0.123198, ""R4"": 1.001008, ""R5"": 1.010014, ""R6"": 1.010255, ""R7"": 0.99439, ""R8"": 0.996519, ""R9"": 0.995454, ""R10"": 1.006278, ""R11"": 1.012046, ""R12"": 0.982882}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.190615, ""n2"": 4.181557, ""n3"": 6.806531, ""n4"": 1.142656, ""n5"": 5.751106, ""n6"": 5.817276, ""n7"": 12.0}","{""R1"": -4.1583, ""R2"": -4.24328, ""R3"": -9.27495, ""R4"": -2.61328, ""R5"": -1.54502, ""R6"": -2.59833, ""R7"": -1.64495, ""R8"": -5.21161, ""R9"": -4.6295, ""R10"": -4.64546, ""R11"": -6.17452, ""R12"": -6.2904}",True
resistor_cube,resistor_cube__partial_short_10,partial_short,R11,"{""R1"": 1.002359, ""R2"": 1.019531, ""R3"": 1.017143, ""R4"": 0.996093, ""R5"": 0.980813, ""R6"": 0.996072, ""R7"": 1.008733, ""R8"": 0.995685, ""R9"": 0.998115, ""R10"": 1.017599, ""R11"": 0.056619, ""R12"": 1.00369}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 6.49828, ""n2"": 5.327878, ""n3"": 7.942588, ""n4"": 6.493219, ""n5"": 11.43472, ""n6"": 7.951381, ""n7"": 12.0}","{""R1"": -6.48299, ""R2"": -5.22581, ""R3"": -6.38378, ""R4"": -1.44997, ""R5"": -5.03301, ""R6"": -2.62502, ""R7"": -2.60079, ""R8"": -4.075, ""R9"": -4.95084, ""R10"": -1.43294, ""R11"": -9.98385, ""R12"": -4.03373}",True
resistor_cube,resistor_cube__partial_short_11,partial_short,R3,"{""R1"": 0.995742, ""R2"": 1.005824, ""R3"": 0.019104, ""R4"": 1.003028, ""R5"": 1.019334, ""R6"": 1.011843, ""R7"": 1.015848, ""R8"": 0.992271, ""R9"": 1.017745, ""R10"": 0.995506, ""R11"": 1.015079, ""R12"": 1.015424}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.022584, ""n2"": 4.015649, ""n3"": 6.706354, ""n4"": 0.1971743, ""n5"": 5.413075, ""n6"": 5.369964, ""n7"": 12.0}","{""R1"": -4.03979, ""R2"": -3.9924, ""R3"": -10.3211, ""R4"": -2.67567, ""R5"": -1.36412, ""R6"": -2.65921, ""R7"": -1.33319, ""R8"": -5.33488, ""R9"": -5.12496, ""R10"": -5.19614, ""R11"": -6.48908, ""R12"": -6.52933}",True
resistor_cube,resistor_cube__partial_short_12,partial_short,R11,"{""R1"": 1.018439, ""R2"": 0.987861, ""R3"": 0.994546, ""R4"": 1.009358, ""R5"": 0.98504, ""R6"": 0.987579, ""R7"": 1.007263, ""R8"": 1.018316, ""R9"": 0.985529, ""R10"": 0.995469, ""R11"": 0.145708, ""R12"": 1.006318}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 6.196568, ""n2"": 5.156794, ""n3"": 7.752916, ""n4"": 6.159288, ""n5"": 10.67107, ""n6"": 7.767003, ""n7"": 12.0}","{""R1"": -6.08438, ""R2"": -5.22016, ""R3"": -6.19307, ""R4"": -1.54192, ""R5"": -4.54246, ""R6"": -2.62877, ""R7"": -2.59139, ""R8"": -4.17069, ""R9"": -4.57803, ""R10"": -1.61503, ""R11"": -9.12049, ""R12"": -4.20642}",True
resistor_cube,resistor_cube__partial_short_13,partial_short,R6,"{""R1"": 1.013793, ""R2"": 0.999794, ""R3"": 1.018699, ""R4"": 1.014525, ""R5"": 1.01883, ""R6"": 0.04224, ""R7"": 0.984749, ""R8"": 0.983406, ""R9"": 1.0055, ""R10"": 1.002559, ""R11"": 1.008534, ""R12"": 0.995741}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.417811, ""n2"": 5.960254, ""n3"": 6.140234, ""n4"": 4.944907, ""n5"": 7.127839, ""n6"": 7.634921, ""n7"": 12.0}","{""R1"": -4.3577, ""R2"": -5.96148, ""R3"": -4.85414, ""R4"": -1.69776, ""R5"": -2.65994, ""R6"": -4.26088, ""R7"": -1.7006, ""R8"": -5.95864, ""R9"": -2.17099, ""R10"": -2.68315, ""R11"": -4.83093, ""R12"": -4.38375}",True
resistor_cube,resistor_cube__partial_short_14,partial_short,R4,"{""R1"": 0.981728, ""R2"": 1.002509, ""R3"": 0.980785, ""R4"": 0.136788, ""R5"": 1.008602, ""R6"": 0.991001, ""R7"": 1.009905, ""R8"": 0.987459, ""R9"": 1.019941, ""R10"": 0.983091, ""R11"": 1.018261, ""R12"": 1.012224}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 5.69297, ""n2"": 4.434163, ""n3"": 6.241265, ""n4"": 4.816724, ""n5"": 7.498939, ""n6"": 7.059466, ""n7"": 12.0}","{""R1"": -5.79893, ""R2"": -4.42307, ""R3"": -4.91109, ""R4"": -4.00836, ""R5"": -1.79057, ""R6"": -1.82351, ""R7"": -2.59955, ""R8"": -5.83187, ""R9"": -2.62977, ""R10"": -2.28132, ""R11"": -4.42034, ""R12"": -4.88087}",True
resistor_cube,resistor_cube__partial_short_15,partial_short,R4,"{""R1"": 0.983115, ""R2"": 1.009887, ""R3"": 0.99851, ""R4"": 0.081957, ""R5"": 1.01796, ""R6"": 0.983116, ""R7"": 0.99928, ""R8"": 0.982679, ""R9"": 1.013317, ""R10"": 0.999034, ""R11"": 0.991317, ""R12"": 1.001018}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 5.829873, ""n2"": 4.453465, ""n3"": 6.172577, ""n4"": 4.893901, ""n5"": 7.609775, ""n6"": 7.112778, ""n7"": 12.0}","{""R1"": -5.93, ""R2"": -4.40986, ""R3"": -4.9012, ""R4"": -4.1815, ""R5"": -1.7485, ""R6"": -1.74864, ""R7"": -2.66123, ""R8"": -5.93014, ""R9"": -2.68018, ""R10"": -2.22102, ""R11"": -4.42868, ""R12"": -4.88225}",True
resistor_cube,resistor_cube__partial_short_16,partial_short,R12,"{""R1"": 1.008467, ""R2"": 1.005206, ""R3"": 0.992234, ""R4"": 0.999349, ""R5"": 1.001186, ""R6"": 0.989576, ""R7"": 1.009951, ""R8"": 0.991714, ""R9"": 0.997715, ""R10"": 0.996663, ""R11"": 0.985167, ""R12"": 0.109635}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 5.249667, ""n2"": 6.273954, ""n3"": 7.846688, ""n4"": 6.267464, ""n5"": 7.859638, ""n6"": 10.97241, ""n7"": 12.0}","{""R1"": -5.20559, ""R2"": -6.24146, ""R3"": -6.31652, ""R4"": -2.59871, ""R5"": -2.60688, ""R6"": -1.5893, ""R7"": -4.65216, ""R8"": -4.18801, ""R9"": -1.59582, ""R10"": -4.7207, ""R11"": -4.2027, ""R12"": -9.37286}",True
resistor_cube,resistor_cube__partial_short_17,partial_short,R5,"{""R1"": 0.98127, ""R2"": 0.992562, ""R3"": 1.006626, ""R4"": 1.008108, ""R5"": 0.097595, ""R6"": 1.003704, ""R7"": 0.980539, ""R8"": 1.005702, ""R9"": 1.013232, ""R10"": 0.999398, ""R11"": 0.982101, ""R12"": 1.018369}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 5.790831, ""n2"": 4.866324, ""n3"": 7.552004, ""n4"": 4.417908, ""n5"": 6.196275, ""n6"": 7.050007, ""n7"": 12.0}","{""R1"": -5.90136, ""R2"": -4.90279, ""R3"": -4.38883, ""R4"": -1.74701, ""R5"": -4.15436, ""R6"": -2.67577, ""R7"": -2.22702, ""R8"": -4.42278, ""R9"": -1.75514, ""R10"": -2.63368, ""R11"": -5.9095, ""R12"": -4.86071}",True
resistor_cube,resistor_cube__partial_short_18,partial_short,R1,"{""R1"": 0.021888, ""R2"": 0.986156, ""R3"": 0.996597, ""R4"": 1.014208, ""R5"": 0.997608, ""R6"": 0.992336, ""R7"": 1.004671, ""R8"": 0.996672, ""R9"": 1.016922, ""R10"": 0.999646, ""R11"": 0.992141, ""R12"": 0.983261}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 0.2272173, ""n2"": 4.040548, ""n3"": 5.450639, ""n4"": 4.046184, ""n5"": 5.445364, ""n6"": 6.729337, ""n7"": 12.0}","{""R1"": -10.3809, ""R2"": -4.09727, ""R3"": -4.06, ""R4"": -5.15025, ""R5"": -5.23066, ""R6"": -1.42098, ""R7"": -2.67629, ""R8"": -6.57123, ""R9"": -1.3759, ""R10"": -2.6841, ""R11"": -6.60656, ""R12"": -5.36039}",True
resistor_cube,resistor_cube__partial_short_19,partial_short,R1,"{""R1"": 0.125465, ""R2"": 0.980428, ""R3"": 0.983776, ""R4"": 1.004004, ""R5"": 1.018159, ""R6"": 1.019483, ""R7"": 1.014603, ""R8"": 0.992312, ""R9"": 1.011429, ""R10"": 1.012688, ""R11"": 0.987496, ""R12"": 1.016879}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 1.155932, ""n2"": 4.133951, ""n3"": 5.796072, ""n4"": 4.156209, ""n5"": 5.830852, ""n6"": 6.757836, ""n7"": 12.0}","{""R1"": -9.21318, ""R2"": -4.21648, ""R3"": -4.22475, ""R4"": -4.62164, ""R5"": -4.59154, ""R6"": -1.63036, ""R7"": -2.58612, ""R8"": -6.25199, ""R9"": -1.65572, ""R10"": -2.56903, ""R11"": -6.24726, ""R12"": -5.15515}",True
resistor_cube,resistor_cube__partial_short_20,partial_short,R11,"{""R1"": 0.988777, ""R2"": 1.017097, ""R3"": 1.001708, ""R4"": 1.007524, ""R5"": 0.985993, ""R6"": 0.980702, ""R7"": 1.005824, ""R8"": 1.005137, ""R9"": 1.001881, ""R10"": 0.988875, ""R11"": 0.089541, ""R12"": 0.98224}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 6.324648, ""n2"": 5.294684, ""n3"": 7.85307, ""n4"": 6.353939, ""n5"": 11.13573, ""n6"": 7.906763, ""n7"": 12.0}","{""R1"": -6.39644, ""R2"": -5.20568, ""R3"": -6.34311, ""R4"": -1.51701, ""R5"": -4.87943, ""R6"": -2.60873, ""R7"": -2.59695, ""R8"": -4.12574, ""R9"": -4.77281, ""R10"": -1.57029, ""R11"": -9.65224, ""R12"": -4.16725}",True
resistor_cube,resistor_cube__partial_open_1,partial_open,R10,"{""R1"": 0.990081, ""R2"": 1.012735, ""R3"": 0.994792, ""R4"": 0.981868, ""R5"": 1.017401, ""R6"": 1.000684, ""R7"": 0.991619, ""R8"": 0.988931, ""R9"": 0.988036, ""R10"": 6.569963, ""R11"": 1.004422, ""R12"": 0.980021}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 4.695528, ""n2"": 5.232398, ""n3"": 7.311175, ""n4"": 3.759054, ""n5"": 6.810319, ""n6"": 8.295751, ""n7"": 12.0}","{""R1"": -4.74257, ""R2"": -5.1666, ""R3"": -3.77873, ""R4"": -2.66395, ""R5"": -2.07862, ""R6"": -2.07736, ""R7"": -3.08924, ""R8"": -4.74131, ""R9"": -3.08821, ""R10"": -0.690521, ""R11"": -5.16683, ""R12"": -3.77977}",True
resistor_cube,resistor_cube__partial_open_2,partial_open,R1,"{""R1"": 21.886611, ""R2"": 1.008388, ""R3"": 1.015498, ""R4"": 1.019076, ""R5"": 0.989646, ""R6"": 1.003131, ""R7"": 0.994658, ""R8"": 0.999798, ""R9"": 0.986675, ""R10"": 0.991323, ""R11"": 0.982451, ""R12"": 1.012674}","{""R1"": 1, ""R2"": 1, ""R3"": 1, ""R4"": 1, ""R5"": 1, ""R6"": 1, ""R7"": 1, ""R8"": 1, ""R9"": 1, ""R10"": 1, ""R11"": 1, ""R12"": 1}","{""n1"": 8.43835, ""n2"": 5.424068, ""n3"": 8.625532, ""n4"": 5.460987, ""n5"": 8.63813, ""n6"": 7.599859, ""n7"": 12.0}","{""R1"": -0.385549, ""R2"": -5.37895, ""R3"": -5.37764, ""R4"": -0.183678, ""R5"": -0.20187, ""R6"": -3.19147, ""R7"": -2.18748, ""R8"": -3.37515, ""R9"": -3.22005, ""R10"": -2.15759, ""R11"": -3.42192, ""R12"": -4.34507}",True
